SYMBOL,SERIES,DATE OF LISTING,ISIN NUMBER,FACE VALUE,YahooSymbol,Symbol,Company,Sector,Industry
EIMCOELECO.NS,EQ,17-APR-1996,INE158B01016,10,EIMCOELECO.NS,EIMCOELECO,Eimco Elecon (India) Limited,Industrials,Farm & Heavy Construction Machinery
EKC.NS,EQ,15-DEC-2005,INE184H01027,2,EKC.NS,EKC,Everest Kanto Cylinder Limited,Industrials,Specialty Industrial Machinery
ELECON.NS,EQ,29-SEP-2006,INE205B01031,1,ELECON.NS,ELECON,Elecon Engineering Company Limited,Industrials,Specialty Industrial Machinery
ELECTCAST.NS,EQ,20-JUN-2003,INE086A01029,1,ELECTCAST.NS,ELECTCAST,Electrosteel Castings Limited,Industrials,Building Products & Equipment
ELGIEQUIP.NS,EQ,22-NOV-1995,INE285A01027,1,ELGIEQUIP.NS,ELGIEQUIP,Elgi Equipments Limited,Industrials,Specialty Industrial Machinery
ELIN.NS,BE,30-DEC-2022,INE050401020,5,ELIN.NS,ELIN,Elin Electronics Limited,Industrials,Electrical Equipment & Parts
ELLEN.NS,EQ,01-JUL-2025,INE236E01022,2,ELLEN.NS,ELLEN,ELLENBARRIE INDUS GASES L,Basic Materials,Chemicals
EMAMILTD.NS,EQ,03-AUG-2006,INE548C01032,1,EMAMILTD.NS,EMAMILTD,Emami Limited,Consumer Defensive,Household & Personal Products
EMCURE.NS,EQ,10-JUL-2024,INE168P01015,10,EMCURE.NS,EMCURE,EMCURE PHARMACEUTICALS L,Healthcare,Drug Manufacturers - Specialty & Generic
EMKAY.NS,EQ,28-APR-2006,INE296H01011,10,EMKAY.NS,EMKAY,Emkay Global Financial Services Limited,Financial Services,Capital Markets
EMSLIMITED.NS,EQ,21-SEP-2023,INE0OV601013,10,EMSLIMITED.NS,EMSLIMITED,EMS Limited,Industrials,Engineering & Construction
ENDURANCE.NS,EQ,19-OCT-2016,INE913H01037,10,ENDURANCE.NS,ENDURANCE,Endurance Technologies Limited,Consumer Cyclical,Auto Parts
ENGINERSIN.NS,EQ,20-AUG-1997,INE510A01028,5,ENGINERSIN.NS,ENGINERSIN,Engineers India Limited,Industrials,Engineering & Construction
ENIL.NS,EQ,15-FEB-2006,INE265F01028,10,ENIL.NS,ENIL,Entertainment Network (India) Limited,Communication Services,Broadcasting
ENTERO.NS,EQ,16-FEB-2024,INE010601016,10,ENTERO.NS,ENTERO,Entero Healthcare Solutions Limited,Healthcare,Medical Distribution
EPACK.NS,EQ,30-JAN-2024,INE0G5901015,10,EPACK.NS,EPACK,EPACK Durable Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
EPIGRAL.NS,EQ,18-AUG-2021,INE071N01016,10,EPIGRAL.NS,EPIGRAL,Epigral Limited,Basic Materials,Chemicals
EPL.NS,EQ,11-FEB-2002,INE255A01020,2,EPL.NS,EPL,EPL Limited,Consumer Cyclical,Packaging & Containers
EQUIPPP.NS,BE,19-MAY-2021,INE217G01035,1,EQUIPPP.NS,EQUIPPP,Equippp Social Impact Technologies Limited,Basic Materials,Agricultural Inputs
ERIS.NS,EQ,29-JUN-2017,INE406M01024,1,ERIS.NS,ERIS,Eris Lifesciences Limited,Healthcare,Drug Manufacturers - Specialty & Generic
ESABINDIA.NS,EQ,01-NOV-1995,INE284A01012,10,ESABINDIA.NS,ESABINDIA,ESAB India Limited,Industrials,Tools & Accessories
ESCORTS.NS,EQ,01-MAR-1995,INE042A01014,10,ESCORTS.NS,ESCORTS,Escorts Kubota Limited,Industrials,Farm & Heavy Construction Machinery
ESSENTIA.NS,EQ,20-AUG-2013,INE418N01035,1,ESSENTIA.NS,ESSENTIA,Integra Essentia Limited,Consumer Defensive,Food Distribution
ETERNAL.NS,EQ,23-JUL-2021,INE758T01015,1,ETERNAL.NS,ETERNAL,Eternal Limited,Consumer Cyclical,Internet Retail
ETHOSLTD.NS,EQ,30-MAY-2022,INE04TZ01018,10,ETHOSLTD.NS,ETHOSLTD,Ethos Limited,Consumer Cyclical,Luxury Goods
EUREKAFORB.NS,EQ,11-SEP-2024,INE0KCE01017,10,EUREKAFORB.NS,EUREKAFORB,Eureka Forbes Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
EVEREADY.NS,EQ,27-APR-2005,INE128A01029,5,EVEREADY.NS,EVEREADY,Eveready Industries India Limited,Industrials,Electrical Equipment & Parts
EVERESTIND.NS,BE,29-MAR-1995,INE295A01018,10,EVERESTIND.NS,EVERESTIND,Everest Industries Limited,Industrials,Building Products & Equipment
EXCEL.NS,EQ,03-AUG-2009,INE688J01023,1,EXCEL.NS,EXCEL,Excel Realty N Infra Limited,Industrials,Conglomerates
EXCELINDUS.NS,EQ,16-JUN-2004,INE369A01029,5,EXCELINDUS.NS,EXCELINDUS,Excel Industries Limited,Basic Materials,Specialty Chemicals
EXICOM.NS,EQ,05-MAR-2024,INE777F01014,10,EXICOM.NS,EXICOM,Exicom Tele-Systems Limited,Industrials,Electrical Equipment & Parts
EXIDEIND.NS,EQ,17-JUN-2003,INE302A01020,1,EXIDEIND.NS,EXIDEIND,Exide Industries Limited,Consumer Cyclical,Auto Parts
EXPLEOSOL.NS,EQ,26-OCT-2009,INE201K01015,10,EXPLEOSOL.NS,EXPLEOSOL,Expleo Solutions Limited,Technology,Information Technology Services
EXXARO.NS,BE,16-AUG-2021,INE0GFE01026,1,EXXARO.NS,EXXARO,Exxaro Tiles Limited,Industrials,Building Products & Equipment
FACT.NS,EQ,12-APR-1995,INE188A01015,10,FACT.NS,FACT,The Fertilisers and Chemicals Travancore Limited,Basic Materials,Agricultural Inputs
FAIRCHEMOR.NS,EQ,24-DEC-2020,INE0DNW01011,10,FAIRCHEMOR.NS,FAIRCHEMOR,Fairchem Organics Limited,Basic Materials,Specialty Chemicals
FAZE3Q.NS,EQ,18-NOV-2022,INE963C01033,10,FAZE3Q.NS,FAZE3Q,Faze Three Limited,Consumer Cyclical,Textile Manufacturing
FCL.NS,EQ,15-JAN-2015,INE045J01026,2,FCL.NS,FCL,Fineotex Chemical Limited,Basic Materials,Specialty Chemicals
FDC.NS,EQ,07-AUG-1997,INE258B01022,1,FDC.NS,FDC,FDC Limited,Healthcare,Drug Manufacturers - Specialty & Generic
FIBERWEB.NS,EQ,16-FEB-2022,INE296C01020,10,FIBERWEB.NS,FIBERWEB,Fiberweb (India) Limited,Consumer Cyclical,Textile Manufacturing
FIEMIND.NS,EQ,19-OCT-2006,INE737H01014,10,FIEMIND.NS,FIEMIND,Fiem Industries Limited,Consumer Cyclical,Auto Parts
FILATEX.NS,EQ,29-AUG-2011,INE816B01035,1,FILATEX.NS,FILATEX,Filatex India Limited,Consumer Cyclical,Textile Manufacturing
FILATFASH.NS,EQ,06-MAY-2024,INE185E01021,1,FILATFASH.NS,FILATFASH,Filatex Fashions Limited,Consumer Cyclical,Apparel Manufacturing
FINCABLES.NS,EQ,15-FEB-1995,INE235A01022,2,FINCABLES.NS,FINCABLES,Finolex Cables Limited,Industrials,Electrical Equipment & Parts
FINEORG.NS,EQ,02-JUL-2018,INE686Y01026,5,FINEORG.NS,FINEORG,Fine Organic Industries Limited,Basic Materials,Specialty Chemicals
FINPIPE.NS,EQ,08-FEB-1995,INE183A01024,2,FINPIPE.NS,FINPIPE,Finolex Industries Limited,Industrials,Building Products & Equipment
FIRSTCRY.NS,EQ,13-AUG-2024,INE02RE01045,2,FIRSTCRY.NS,FIRSTCRY,BRAINBEES SOLUTIONS LTD,Consumer Cyclical,Internet Retail
FLAIR.NS,EQ,01-DEC-2023,INE00Y201027,5,FLAIR.NS,FLAIR,FLAIR WRITING INDUST LTD,Industrials,Business Equipment & Supplies
FLUOROCHEM.NS,EQ,16-OCT-2019,INE09N301011,1,FLUOROCHEM.NS,FLUOROCHEM,Gujarat Fluorochemicals Limited,Basic Materials,Specialty Chemicals
FMGOETZE.NS,EQ,08-FEB-1995,INE529A01010,10,FMGOETZE.NS,FMGOETZE,Federal-Mogul Goetze (India) Limited,Consumer Cyclical,Auto Parts
FOCUS.NS,BE,24-NOV-2021,INE593W01028,2,FOCUS.NS,FOCUS,Focus Lighting and Fixtures Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
FORCEMOT.NS,EQ,14-FEB-2024,INE451A01017,10,FORCEMOT.NS,FORCEMOT,Force Motors Limited,Consumer Cyclical,Auto Manufacturers
FORTIS.NS,EQ,09-MAY-2007,INE061F01013,10,FORTIS.NS,FORTIS,Fortis Healthcare Limited,Healthcare,Medical Care Facilities
FOSECOIND.NS,EQ,05-MAY-2003,INE519A01011,10,FOSECOIND.NS,FOSECOIND,Foseco India Limited,Basic Materials,Chemicals
FSL.NS,EQ,22-FEB-2007,INE684F01012,10,FSL.NS,FSL,Firstsource Solutions Limited,Technology,Information Technology Services
GABRIEL.NS,EQ,20-APR-2005,INE524A01029,1,GABRIEL.NS,GABRIEL,Gabriel India Limited,Consumer Cyclical,Auto Parts
GAEL.NS,EQ,11-OCT-2000,INE036B01030,1,GAEL.NS,GAEL,Gujarat Ambuja Exports Limited,Consumer Defensive,Packaged Foods
GAIL.NS,EQ,02-APR-1997,INE129A01019,10,GAIL.NS,GAIL,GAIL (India) Limited,Utilities,Utilities - Regulated Gas
GALAPREC.NS,EQ,09-SEP-2024,INE0RE001014,10,GALAPREC.NS,GALAPREC,GALA PRECISION ENG LTD,Industrials,Specialty Industrial Machinery
GALAXYSURF.NS,EQ,08-FEB-2018,INE600K01018,10,GALAXYSURF.NS,GALAXYSURF,Galaxy Surfactants Limited,Basic Materials,Specialty Chemicals
GALLANTT.NS,EQ,04-APR-2006,INE297H01019,10,GALLANTT.NS,GALLANTT,Gallantt Ispat Limited,Basic Materials,Steel
GANDHAR.NS,EQ,30-NOV-2023,INE717W01049,2,GANDHAR.NS,GANDHAR,Gandhar Oil Refinery (India) Limited,Energy,Oil & Gas Refining & Marketing
GANDHITUBE.NS,EQ,31-JAN-2007,INE524B01027,5,GANDHITUBE.NS,GANDHITUBE,Gandhi Special Tubes Limited,Industrials,Metal Fabrication
GANECOS.NS,EQ,09-MAR-2015,INE845D01014,10,GANECOS.NS,GANECOS,Ganesha Ecosphere Limited,Consumer Cyclical,Textile Manufacturing
GANESHBE.NS,EQ,16-SEP-2021,INE388A01029,1,GANESHBE.NS,GANESHBE,Ganesh Benzoplast Limited,Basic Materials,Specialty Chemicals
GANGAFORGE.NS,EQ,06-JUL-2021,INE691Z01023,1,GANGAFORGE.NS,GANGAFORGE,Ganga Forging Limited,Industrials,Metal Fabrication
GARFIBRES.NS,EQ,03-APR-2007,INE276A01018,10,GARFIBRES.NS,GARFIBRES,Garware Technical Fibres Limited,Consumer Cyclical,Textile Manufacturing
GARUDA.NS,EQ,15-OCT-2024,INE0JVO01026,5,GARUDA.NS,GARUDA,GARUDA CONSTRUCT N ENG L,Industrials,Engineering & Construction
GATEWAY.NS,EQ,22-MAR-2022,INE079J01017,10,GATEWAY.NS,GATEWAY,Gateway Distriparks Limited,Industrials,Integrated Freight & Logistics
GEEKAYWIRE.NS,EQ,06-MAR-2020,INE669X01024,2,GEEKAYWIRE.NS,GEEKAYWIRE,Geekay Wires Limited,Industrials,Electrical Equipment & Parts
GENCON.NS,BE,16-FEB-2021,INE854S01022,5,GENCON.NS,GENCON,Generic Engineering Construction and Projects Limited,Industrials,Engineering & Construction
GENESYS.NS,EQ,23-JAN-2003,INE727B01026,5,GENESYS.NS,GENESYS,Genesys International Corporation Limited,Technology,Software - Application
GENUSPOWER.NS,EQ,08-JUL-2005,INE955D01029,1,GENUSPOWER.NS,GENUSPOWER,Genus Power Infrastructures Limited,Industrials,Electrical Equipment & Parts
GEOJITFSL.NS,EQ,01-JUL-2005,INE007B01023,1,GEOJITFSL.NS,GEOJITFSL,Geojit Financial Services Limited,Financial Services,Capital Markets
GEPIL.NS,EQ,19-APR-2000,INE878A01011,10,GEPIL.NS,GEPIL,GE Power India Limited,Industrials,Engineering & Construction
GESHIP.NS,EQ,27-NOV-2006,INE017A01032,10,GESHIP.NS,GESHIP,The Great Eastern Shipping Company Limited,Industrials,Marine Shipping
GHCL.NS,EQ,31-JUL-2003,INE539A01019,10,GHCL.NS,GHCL,GHCL Limited,Basic Materials,Chemicals
GHCLTEXTIL.NS,EQ,12-JUN-2023,INE0PA801013,2,GHCLTEXTIL.NS,GHCLTEXTIL,GHCL Textiles Limited,Consumer Cyclical,Textile Manufacturing
GILLETTE.NS,EQ,30-JUL-2003,INE322A01010,10,GILLETTE.NS,GILLETTE,Gillette India Limited,Consumer Defensive,Household & Personal Products
GINNIFILA.NS,BE,10-MAY-1995,INE424C01010,10,GINNIFILA.NS,GINNIFILA,Ginni Filaments Limited,Consumer Cyclical,Textile Manufacturing
GKWLIMITED.NS,EQ,20-JUL-2009,INE528A01020,10,GKWLIMITED.NS,GKWLIMITED,GKW Limited,Industrials,Specialty Business Services
GLAND.NS,EQ,20-NOV-2020,INE068V01023,1,GLAND.NS,GLAND,Gland Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic
GLAXO.NS,EQ,15-DEC-2000,INE159A01016,10,GLAXO.NS,GLAXO,GlaxoSmithKline Pharmaceuticals Limited,Healthcare,Drug Manufacturers - General
GLENMARK.NS,EQ,07-FEB-2000,INE935A01035,1,GLENMARK.NS,GLENMARK,Glenmark Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic
GLOBUSSPR.NS,EQ,23-SEP-2009,INE615I01010,10,GLOBUSSPR.NS,GLOBUSSPR,Globus Spirits Limited,Consumer Defensive,Beverages - Wineries & Distilleries
GMBREW.NS,EQ,23-AUG-1995,INE075D01018,10,GMBREW.NS,GMBREW,G.M. Breweries Limited,Consumer Defensive,Beverages - Wineries & Distilleries
GMDCLTD.NS,EQ,17-DEC-1997,INE131A01031,2,GMDCLTD.NS,GMDCLTD,Gujarat Mineral Development Corporation Limited,Energy,Thermal Coal
GMMPFAUDLR.NS,EQ,05-MAR-2018,INE541A01023,2,GMMPFAUDLR.NS,GMMPFAUDLR,GMM Pfaudler Limited,Industrials,Specialty Industrial Machinery
GNA.NS,EQ,26-SEP-2016,INE934S01014,10,GNA.NS,GNA,G N A Axles Limited,Consumer Cyclical,Auto Parts
GNFC.NS,EQ,17-MAY-1995,INE113A01013,10,GNFC.NS,GNFC,Gujarat Narmada Valley Fertilizers & Chemicals Limited,Basic Materials,Chemicals
GOCOLORS.NS,EQ,30-NOV-2021,INE0BJS01011,10,GOCOLORS.NS,GOCOLORS,Go Fashion (India) Limited,Consumer Cyclical,Apparel Retail
GODREJAGRO.NS,EQ,16-OCT-2017,INE850D01014,10,GODREJAGRO.NS,GODREJAGRO,Godrej Agrovet Limited,Consumer Defensive,Packaged Foods
GODREJCP.NS,EQ,20-JUN-2001,INE102D01028,1,GODREJCP.NS,GODREJCP,Godrej Consumer Products Limited,Consumer Defensive,Household & Personal Products
GOKEX.NS,EQ,27-APR-2005,INE887G01027,5,GOKEX.NS,GOKEX,Gokaldas Exports Limited,Consumer Cyclical,Apparel Manufacturing
GOKULAGRO.NS,EQ,11-MAR-2016,INE314T01025,2,GOKULAGRO.NS,GOKULAGRO,Gokul Agro Resources Limited,Consumer Defensive,Packaged Foods
GOLDIAM.NS,EQ,29-AUG-2005,INE025B01025,2,GOLDIAM.NS,GOLDIAM,Goldiam International Limited,Consumer Cyclical,Luxury Goods
GOLDTECH.NS,EQ,11-APR-2001,INE805A01014,10,GOLDTECH.NS,GOLDTECH,AION-TECH Solutions Limited,Technology,Information Technology Services
GOODLUCK.NS,EQ,08-JAN-2015,INE127I01024,2,GOODLUCK.NS,GOODLUCK,Goodluck India Limited,Basic Materials,Steel
GOPAL.NS,EQ,14-MAR-2024,INE0L9R01028,1,GOPAL.NS,GOPAL,Gopal Snacks Limited,Consumer Defensive,Packaged Foods
GOYALALUM.NS,EQ,04-NOV-2022,INE705X01026,1,GOYALALUM.NS,GOYALALUM,Goyal Aluminiums Limited,Basic Materials,Aluminum
GPIL.NS,EQ,25-APR-2006,INE177H01039,1,GPIL.NS,GPIL,Godawari Power & Ispat Limited,Basic Materials,Steel
GPPL.NS,EQ,09-SEP-2010,INE517F01014,10,GPPL.NS,GPPL,Gujarat Pipavav Port Limited,Industrials,Marine Shipping
GPTHEALTH.NS,EQ,29-FEB-2024,INE486R01017,10,GPTHEALTH.NS,GPTHEALTH,GPT Healthcare Limited,Healthcare,Medical Care Facilities
GPTINFRA.NS,EQ,11-JUL-2016,INE390G01014,10,GPTINFRA.NS,GPTINFRA,GPT Infraprojects Limited,Industrials,Engineering & Construction
GRANULES.NS,EQ,20-JUN-2005,INE101D01020,1,GRANULES.NS,GRANULES,Granules India Limited,Healthcare,Drug Manufacturers - Specialty & Generic
GRAPHITE.NS,EQ,07-FEB-2003,INE371A01025,2,GRAPHITE.NS,GRAPHITE,Graphite India Limited,Industrials,Electrical Equipment & Parts
GRAVITA.NS,EQ,16-NOV-2010,INE024L01027,2,GRAVITA.NS,GRAVITA,Gravita India Limited,Industrials,Metal Fabrication
GREAVESCOT.NS,EQ,09-SEP-2004,INE224A01026,2,GREAVESCOT.NS,GREAVESCOT,Greaves Cotton Limited,Industrials,Specialty Industrial Machinery
GREENLAM.NS,EQ,02-MAR-2015,INE544R01021,1,GREENLAM.NS,GREENLAM,Greenlam Industries Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
GREENPANEL.NS,EQ,23-OCT-2019,INE08ZM01014,1,GREENPANEL.NS,GREENPANEL,Greenpanel Industries Limited,Basic Materials,Lumber & Wood Production
GREENPLY.NS,EQ,06-MAR-1996,INE461C01038,1,GREENPLY.NS,GREENPLY,Greenply Industries Limited,Basic Materials,Lumber & Wood Production
GREENPOWER.NS,EQ,08-OCT-2010,INE999K01014,10,GREENPOWER.NS,GREENPOWER,Orient Green Power Company Limited,Utilities,Utilities - Independent Power Producers
GRINDWELL.NS,EQ,11-SEP-2006,INE536A01023,5,GRINDWELL.NS,GRINDWELL,Grindwell Norton Limited,Industrials,Building Products & Equipment
GRMOVER.NS,EQ,07-SEP-2022,INE192H01020,2,GRMOVER.NS,GRMOVER,GRM Overseas Limited,Consumer Defensive,Packaged Foods
GROBTEA.NS,BE,14-JUL-2016,INE646C01018,10,GROBTEA.NS,GROBTEA,The Grob Tea Company Limited,Consumer Defensive,Farm Products
GRPLTD.NS,EQ,12-FEB-2015,INE137I01015,10,GRPLTD.NS,GRPLTD,GRP Limited,Consumer Cyclical,Auto Parts
GRWRHITECH.NS,EQ,03-FEB-2022,INE291A01017,10,GRWRHITECH.NS,GRWRHITECH,Garware Hi-Tech Films Limited,Basic Materials,Specialty Chemicals
GSFC.NS,EQ,06-SEP-1995,INE026A01025,2,GSFC.NS,GSFC,Gujarat State Fertilizers & Chemicals Limited,Basic Materials,Agricultural Inputs
GSPL.NS,EQ,16-FEB-2006,INE246F01010,10,GSPL.NS,GSPL,Gujarat State Petronet Limited,Utilities,Utilities - Regulated Gas
GTECJAINX.NS,BE,13-NOV-2020,INE586X01012,10,GTECJAINX.NS,GTECJAINX,G-Tec Jainx Education Limited,Consumer Defensive,Education & Training Services
GTPL.NS,EQ,04-JUL-2017,INE869I01013,10,GTPL.NS,GTPL,GTPL Hathway Limited,Communication Services,Entertainment
GUFICBIO.NS,EQ,19-OCT-2004,INE742B01025,1,GUFICBIO.NS,GUFICBIO,Gufic Biosciences Limited,Healthcare,Drug Manufacturers - Specialty & Generic
GUJALKALI.NS,EQ,07-AUG-1997,INE186A01019,10,GUJALKALI.NS,GUJALKALI,Gujarat Alkalies and Chemicals Limited,Basic Materials,Chemicals
GUJAPOLLO.NS,EQ,04-JUN-2007,INE826C01016,10,GUJAPOLLO.NS,GUJAPOLLO,Gujarat Apollo Industries Limited,Industrials,Specialty Industrial Machinery
GUJGASLTD.NS,EQ,15-SEP-2015,INE844O01030,2,GUJGASLTD.NS,GUJGASLTD,Gujarat Gas Limited,Utilities,Utilities - Regulated Gas
GUJTHEM.NS,EQ,25-FEB-2025,INE942C01045,1,GUJTHEM.NS,GUJTHEM,Gujarat Themis Biosyn Limited,Healthcare,Drug Manufacturers - Specialty & Generic
GULFOILLUB.NS,EQ,31-JUL-2014,INE635Q01029,2,GULFOILLUB.NS,GULFOILLUB,Gulf Oil Lubricants India Limited,Basic Materials,Specialty Chemicals
GULFPETRO.NS,EQ,24-SEP-2004,INE586G01017,5,GULFPETRO.NS,GULFPETRO,GP Petroleums Limited,Energy,Oil & Gas Refining & Marketing
GVPTECH.NS,EQ,06-SEP-2022,INE382T01030,2,GVPTECH.NS,GVPTECH,GVP Infotech Limited,Technology,Information Technology Services
GVT&D.NS,EQ,30-JUN-2008,INE200A01026,2,GVT&D.NS,GVT&D,GE Vernova T&D India Ltd,Industrials,Specialty Industrial Machinery
HAPPYFORGE.NS,EQ,27-DEC-2023,INE330T01021,2,HAPPYFORGE.NS,HAPPYFORGE,HAPPY FORGINGS LIMITED,Industrials,Metal Fabrication
HARDWYN.NS,BE,12-APR-2022,INE626Z01029,1,HARDWYN.NS,HARDWYN,Hardwyn India Limited,Industrials,Building Products & Equipment
HARIOMPIPE.NS,EQ,13-APR-2022,INE00EV01017,10,HARIOMPIPE.NS,HARIOMPIPE,Hariom Pipe Industries Limited,Basic Materials,Steel
HARRMALAYA.NS,EQ,08-FEB-1995,INE544A01019,10,HARRMALAYA.NS,HARRMALAYA,Harrisons Malayalam Limited,Consumer Defensive,Farm Products
HARSHA.NS,EQ,26-SEP-2022,INE0JUS01029,10,HARSHA.NS,HARSHA,Harsha Engineers International Limited,Industrials,Tools & Accessories
HATHWAY.NS,EQ,25-FEB-2010,INE982F01036,2,HATHWAY.NS,HATHWAY,Hathway Cable and Datacom Limited,Communication Services,Entertainment
HATSUN.NS,EQ,20-JUN-2014,INE473B01035,1,HATSUN.NS,HATSUN,Hatsun Agro Product Limited,Consumer Defensive,Packaged Foods
HAVELLS.NS,EQ,21-MAR-2001,INE176B01034,1,HAVELLS.NS,HAVELLS,Havells India Limited,Industrials,Electrical Equipment & Parts
HBLENGINE.NS,EQ,04-JAN-2007,INE292B01021,1,HBLENGINE.NS,HBLENGINE,HBL ENGINEERING LTD,Industrials,Electrical Equipment & Parts
HBSL.NS,BE,23-JUL-2018,INE550B01022,10,HBSL.NS,HBSL,HB Stockholdings Limited,Financial Services,Capital Markets
HCC.NS,BE,01-APR-2003,INE549A01026,1,HCC.NS,HCC,Hindustan Construction Company Limited,Industrials,Engineering & Construction
HCG.NS,EQ,30-MAR-2016,INE075I01017,10,HCG.NS,HCG,HealthCare Global Enterprises Limited,Healthcare,Medical Care Facilities
HCLTECH.NS,EQ,06-JAN-2000,INE860A01027,2,HCLTECH.NS,HCLTECH,HCL Technologies Limited,Technology,Information Technology Services
HDFCAMC.NS,EQ,06-AUG-2018,INE127D01025,5,HDFCAMC.NS,HDFCAMC,HDFC Asset Management Company Limited,Financial Services,Asset Management
HECPROJECT.NS,BE,30-DEC-2021,INE558R01013,10,HECPROJECT.NS,HECPROJECT,HEC Infra Projects Limited,Industrials,Engineering & Construction
HEG.NS,EQ,10-MAY-1995,INE545A01024,2,HEG.NS,HEG,HEG Limited,Industrials,Electrical Equipment & Parts
HEIDELBERG.NS,EQ,15-MAR-1995,INE578A01017,10,HEIDELBERG.NS,HEIDELBERG,HeidelbergCement India Limited,Basic Materials,Building Materials
HERANBA.NS,EQ,05-MAR-2021,INE694N01015,10,HERANBA.NS,HERANBA,Heranba Industries Limited,Basic Materials,Agricultural Inputs
HERITGFOOD.NS,EQ,27-NOV-1996,INE978A01027,5,HERITGFOOD.NS,HERITGFOOD,Heritage Foods Limited,Consumer Defensive,Packaged Foods
HEROMOTOCO.NS,EQ,11-APR-2003,INE158A01026,2,HEROMOTOCO.NS,HEROMOTOCO,Hero MotoCorp Limited,Consumer Cyclical,Auto Manufacturers
HESTERBIO.NS,EQ,13-MAR-2015,INE782E01017,10,HESTERBIO.NS,HESTERBIO,Hester Biosciences Limited,Healthcare,Drug Manufacturers - Specialty & Generic
HEUBACHIND.NS,EQ,14-JUN-1995,INE492A01029,10,HEUBACHIND.NS,HEUBACHIND,Heubach Colorants India Limited,Basic Materials,Specialty Chemicals
HEXATRADEX.NS,EQ,20-APR-2012,INE750M01017,2,HEXATRADEX.NS,HEXATRADEX,Hexa Tradex Limited,Financial Services,Credit Services
HEXT.NS,EQ,19-FEB-2025,INE093A01041,1,HEXT.NS,HEXT,Hexaware Technologies Limited,Technology,Information Technology Services
HFCL.NS,EQ,09-MAR-2011,INE548A01028,1,HFCL.NS,HFCL,HFCL Limited,Technology,Communication Equipment
HIKAL.NS,EQ,14-FEB-2001,INE475B01022,2,HIKAL.NS,HIKAL,Hikal Limited,Healthcare,Drug Manufacturers - Specialty & Generic
HINDCOMPOS.NS,EQ,08-MAY-1996,INE310C01029,5,HINDCOMPOS.NS,HINDCOMPOS,Hindustan Composites Limited,Consumer Cyclical,Auto Parts
HINDCON.NS,EQ,05-JUL-2021,INE642Y01029,2,HINDCON.NS,HINDCON,Hindcon Chemicals Limited,Basic Materials,Specialty Chemicals
HINDCOPPER.NS,EQ,15-SEP-2010,INE531E01026,5,HINDCOPPER.NS,HINDCOPPER,Hindustan Copper Limited,Basic Materials,Copper
HINDMOTORS.NS,BE,21-FEB-2011,INE253A01025,5,HINDMOTORS.NS,HINDMOTORS,Hindustan Motors Limited,Consumer Cyclical,Auto Manufacturers
HINDOILEXP.NS,EQ,23-SEP-2003,INE345A01011,10,HINDOILEXP.NS,HINDOILEXP,Hindustan Oil Exploration Company Limited,Energy,Oil & Gas E&P
HINDUNILVR.NS,EQ,06-JUL-1995,INE030A01027,1,HINDUNILVR.NS,HINDUNILVR,Hindustan Unilever Limited,Consumer Defensive,Household & Personal Products
HINDZINC.NS,EQ,21-NOV-2006,INE267A01025,2,HINDZINC.NS,HINDZINC,Hindustan Zinc Limited,Basic Materials,Other Industrial Metals & Mining
HIRECT.NS,EQ,26-DEC-2006,INE835D01023,2,HIRECT.NS,HIRECT,Hind Rectifiers Limited,Industrials,Electrical Equipment & Parts
HITECH.NS,EQ,07-MAY-2018,INE106T01025,1,HITECH.NS,HITECH,Hi-Tech Pipes Limited,Basic Materials,Steel
HITECHCORP.NS,EQ,20-DEC-2007,INE120D01012,10,HITECHCORP.NS,HITECHCORP,Hitech Corporation Limited,Consumer Cyclical,Packaging & Containers
HITECHGEAR.NS,BE,21-JAN-2002,INE127B01011,10,HITECHGEAR.NS,HITECHGEAR,The Hi-Tech Gears Limited,Consumer Cyclical,Auto Parts
HLEGLAS.NS,EQ,09-FEB-2023,INE461D01028,2,HLEGLAS.NS,HLEGLAS,HLE Glascoat Limited,Industrials,Specialty Industrial Machinery
HLVLTD.NS,EQ,19-JUL-1995,INE102A01024,2,HLVLTD.NS,HLVLTD,HLV Limited,Consumer Cyclical,Lodging
HMVL.NS,EQ,21-JUL-2010,INE871K01015,10,HMVL.NS,HMVL,Hindustan Media Ventures Limited,Communication Services,Publishing
HNDFDS.NS,EQ,06-JUN-2023,INE254N01026,2,HNDFDS.NS,HNDFDS,Hindustan Foods Limited,Industrials,Conglomerates
HONASA.NS,EQ,07-NOV-2023,INE0J5401028,10,HONASA.NS,HONASA,Honasa Consumer Limited,Consumer Defensive,Household & Personal Products
HONAUT.NS,EQ,18-JUL-2003,INE671A01010,10,HONAUT.NS,HONAUT,Honeywell Automation India Limited,Industrials,Electrical Equipment & Parts
HONDAPOWER.NS,EQ,01-APR-2003,INE634A01018,10,HONDAPOWER.NS,HONDAPOWER,Honda India Power Products Limited,Industrials,Specialty Industrial Machinery
HOVS.NS,BE,27-SEP-2006,INE596H01014,10,HOVS.NS,HOVS,HOV Services Limited,Technology,Information Technology Services
